disbursed_amount,asset_cost,ltv,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,NO.OF_INQUIRIES,loan_default
49778,68000,75.29,1,1,0,7350,10500,10500,0,0,0,0,0,0,0,0,1,0,0,0
53478,67806,81.11,3,1,0,-64806,95400,95400,0,0,0,0,0,0,9534,0,0,0,0,0
41269,61625,73.02,1,1,1,480182,650000,650000,0,0,0,0,0,0,13090,0,0,0,0,0
62213,110881,56.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54000,71193,77.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48349,63879,76.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56978,71623,83.77,2,2,0,9911,42031,42031,0,0,0,0,0,0,4754,0,1,1,6,1
56759,71500,81.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48749,55655,88.76,6,1,0,127816,140000,140000,0,0,0,0,0,0,7204,0,0,0,0,0
62347,81847,79.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
55013,70500,79.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59213,81504,74.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55013,62496,89.61,2,2,0,10822,52000,52000,0,0,0,0,0,0,4334,0,1,0,0,1
62342,91395,70.46,1,1,0,300240,235000,235000,0,0,0,0,0,0,0,0,1,0,0,0
55983,66228,89.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78686,108670,74.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39439,66767,59.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44489,69155,66.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44849,62409,74.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44949,62517,73.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54859,73899,76.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50003,60349,86.17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61713,74387,84.69,4,2,3,27703,29432,29432,0,0,0,0,0,0,1729,0,1,1,0,1
48349,65800,75.99,4,2,0,51176,65499,67072,0,0,0,0,0,0,5373,0,1,0,1,0
47849,79600,62.19,3,2,0,17212,50990,50990,0,0,0,0,0,0,893,0,0,0,0,0
47661,58048,88.2,2,2,0,1415222,1500100,1500100,0,0,0,0,0,0,14469,0,1,0,0,0
72317,108636,68.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43394,58986,76.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47849,65978,75.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56470,68000,85.0,3,3,0,724745,850000,900000,0,0,0,0,0,0,15510,0,2,1,0,0
53303,68797,79.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73817,94441,79.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51738,63100,83.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42242,59825,76.16,1,1,1,10694,19990,19990,0,0,0,0,0,0,2499,0,1,1,0,1
40394,75850,56.69,19,6,3,295461,352721,364921,1,0,0,0,0,0,23206,0,0,2,1,0
65382,72613,92.27,8,3,1,259856,330200,330200,0,0,0,0,0,0,3540,0,1,0,1,0
41322,58582,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87910,123290,72.42,2,2,0,585818,649299,649299,0,0,0,0,0,0,16730,0,1,1,0,0
55259,70616,80.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78051,121658,65.18,1,1,0,72139,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49303,57964,87.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53078,74732,72.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60947,71555,86.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40394,70200,58.4,1,1,1,1308538,1500000,1500000,0,0,0,0,0,0,0,0,0,0,0,0
43849,62718,72.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
52678,64383,84.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68058,166000,42.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
53883,65305,88.81,6,3,2,841311,831461,831461,0,0,0,0,0,0,7723,0,1,1,1,0
59213,102021,59.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46549,65216,76.67,5,3,0,8310,141635,62657,1,1,0,2830,80000,5712,0,0,0,0,0,0
57109,72260,80.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,109814,71.94,3,1,0,328644,420000,420000,0,0,0,0,0,0,16681,0,0,0,0,0
47764,64185,78.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46849,67147,72.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53549,67980,83.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47349,61640,79.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64131,76631,85.67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53303,99323,55.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51578,75890,69.84,1,1,0,0,22500,22500,0,0,0,0,0,0,0,0,0,0,0,0
67882,102032,68.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91790,143000,68.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51303,74958,70.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46349,81602,57.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51503,64307,82.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68749,104932,67.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52084,63272,85.0,5,1,1,1830306,1931596,1931596,0,0,0,0,0,0,17758,0,0,0,0,0
44394,65299,68.91,9,5,0,520340,648437,651187,0,0,0,0,0,0,3088,0,4,1,0,0
55013,69714,81.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54259,76261,73.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46349,56743,84.59,11,2,0,22254,43000,43000,0,0,0,0,0,0,14864,0,1,0,0,0
67382,86538,79.73,2,1,0,0,41472,41472,0,0,0,0,0,0,0,0,0,0,0,0
49303,65149,78.28,1,0,0,0,0,0,0,0,0,0,0,0,2183,0,0,0,1,0
47849,66001,73.48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57163,69000,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45349,60049,78.27,5,5,0,29916,100799,100799,0,0,0,0,0,0,0,0,3,0,0,0
64599,86107,80.13,1,0,0,0,0,0,0,0,0,0,0,0,2845,0,0,0,0,0
58013,67032,88.02,16,7,0,339814,814768,814768,0,0,0,0,0,0,5485,0,1,0,0,0
50503,72279,72.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60947,73564,84.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53111,71098,79.19,1,0,0,0,0,0,0,0,0,0,0,0,2121,0,0,0,0,1
53303,80121,68.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48803,63274,79.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42484,55000,82.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45444,60144,78.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50303,68514,75.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41210,67103,62.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58513,67119,89.39,7,2,0,28966,50431,50431,0,0,0,0,0,0,4418,0,1,0,0,1
55874,73549,78.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56259,71000,81.69,3,2,0,106469,234200,234200,0,0,0,0,0,0,6944,0,0,0,0,0
37439,73792,51.5,25,8,2,2138189,2151000,2151000,0,0,0,0,0,0,447068,0,4,2,1,0
52403,67533,79.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53873,76463,74.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53303,81440,67.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63882,82000,80.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
45049,68306,67.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53803,84236,65.29,2,2,0,37332,56000,56000,0,0,0,0,0,0,0,0,2,0,0,0
65534,75000,89.33,3,2,1,1503208,1557231,1557231,0,0,0,0,0,0,1950,0,0,1,0,0
45349,68647,68.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37841,66200,58.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48349,63089,79.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90175,119377,78.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35153,65714,55.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55013,68286,83.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56513,68791,84.31,3,1,0,764400,546000,546000,2,1,1,133446,150000,150000,0,8861,1,1,0,0
56558,67700,85.0,3,1,0,12,12,12,0,0,0,0,0,0,1055,0,0,0,0,0
55259,68401,81.87,1,1,0,8020,20050,20050,0,0,0,0,0,0,0,0,0,0,0,0
42394,61270,70.18,6,6,0,8618,96104,61820,0,0,0,0,0,0,0,0,3,0,0,0
48849,61233,80.84,11,1,0,44500,44500,44500,0,0,0,0,0,0,9708,0,1,0,1,0
54613,62153,89.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34939,80322,44.82,1,1,0,261517,325000,325000,0,0,0,0,0,0,0,0,0,0,0,0
35439,49675,74.48,9,6,0,30740,122980,122980,0,0,0,0,0,0,11305,0,3,0,2,0
50303,61870,84.05,1,0,0,0,0,0,0,0,0,0,0,0,1372,0,0,0,0,0
47145,56116,87.32,1,1,0,12864,20000,20000,0,0,0,0,0,0,0,0,1,0,0,0
38710,55800,72.58,4,1,1,11760,100000,100000,0,0,0,0,0,0,0,0,0,0,0,1
57418,74000,79.73,8,5,0,19570,59686,59686,0,0,0,0,0,0,50000,0,5,0,0,0
65000,73856,89.36,17,7,2,1721034,1885300,1882920,0,0,0,0,0,0,215644,0,1,1,7,0
70017,83952,85.17,4,2,0,275554,448500,448500,0,0,0,0,0,0,9101,0,0,0,0,0
50078,62712,82.92,2,2,0,15646,46100,31100,0,0,0,0,0,0,0,0,1,0,0,0
27754,41428,74.83,4,4,0,52246,92816,92816,0,0,0,0,0,0,3380,0,2,1,0,1
43894,64165,70.13,8,2,0,323169,330000,330000,0,0,0,0,0,0,283782,0,0,0,0,0
75251,102056,74.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56259,69077,83.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59213,69314,88.01,5,1,0,0,13593,13593,0,0,0,0,0,0,0,0,0,0,0,1
56513,72586,79.91,2,2,1,43848,87500,87500,0,0,0,0,0,0,2385,0,0,0,0,1
50413,68888,76.94,6,3,0,687998,757761,773049,0,0,0,0,0,0,0,0,1,1,0,0
61947,84259,75.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69817,94000,76.06,6,2,0,573824,622990,622990,0,0,0,0,0,0,9273,0,1,1,0,1
64305,79144,83.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60400,73833,83.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28429,78614,38.03,4,2,4,34041,35040,42411,0,0,0,0,0,0,0,0,0,0,0,0
56013,70000,82.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55181,75431,74.9,2,1,0,4,75000,75000,0,0,0,0,0,0,32004,0,0,1,1,0
48349,61976,80.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48849,69198,71.53,0,0,0,0,0,0,1,1,1,34987,49779,49779,0,0,0,0,0,1
68203,85406,83.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58813,75960,78.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62213,79150,79.6,1,1,0,98059,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0
44409,68183,70.4,9,2,0,667749,713000,713000,0,0,0,0,0,0,3500,0,0,0,0,0
54013,74876,74.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62213,110254,58.05,1,1,0,0,380000,380000,0,0,0,0,0,0,0,0,0,0,0,0
56913,75571,78.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53053,66017,82.55,3,0,0,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0
39194,58294,69.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41294,63082,67.21,1,0,0,0,0,0,0,0,0,0,0,0,3200,0,0,0,0,0
44449,57284,78.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49803,62142,82.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50945,64100,84.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49249,85294,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49003,67509,74.8,3,2,1,28995,96720,96720,0,0,0,0,0,0,6843,0,0,0,0,1
70643,101928,72.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57513,72893,81.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40267,71274,58.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59413,68230,89.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48881,63282,80.75,3,2,0,19100,51540,51540,0,0,0,0,0,0,7583,0,1,0,1,0
30344,75217,42.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67882,95895,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42194,75758,57.82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40822,72351,58.05,6,2,0,286639,557000,496608,0,0,0,0,0,0,0,0,3,0,0,0
59147,67900,88.66,3,2,0,0,92527,92527,0,0,0,0,0,0,1800,0,0,0,4,1
35939,52830,70.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23651,55180,45.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48958,66619,78.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44849,73794,61.66,1,1,1,40858,50000,50000,0,0,0,0,0,0,1127,0,0,0,0,1
49349,67174,74.43,3,1,1,3280,26000,26000,0,0,0,0,0,0,6087,0,0,0,0,0
18040,74857,25.38,2,1,1,36802,36802,36802,0,0,0,0,0,0,11172,0,0,1,0,1
59947,72422,85.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36439,62413,60.08,5,2,0,2800,33250,33250,1,1,0,276504,300000,300000,1571,0,0,0,0,1
52303,75369,71.65,13,3,0,100078,220000,220000,0,0,0,0,0,0,41437,0,1,0,3,0
40994,86079,48.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56013,77348,73.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43700,65480,67.96,1,1,0,0,30000,30000,0,0,0,0,0,0,0,0,1,0,0,1
44294,59767,75.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44049,61844,73.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48849,66184,74.79,1,0,0,0,0,0,0,0,0,0,0,0,1303,0,0,0,0,0
53759,62439,88.89,2,1,0,9461,9461,9461,0,0,0,0,0,0,4647,0,1,0,1,0
61025,73435,84.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45349,68605,67.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54203,71141,77.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70337,96544,76.65,13,5,0,65981,105337,105337,0,0,0,0,0,0,13388,0,2,0,0,0
43394,69350,64.89,3,2,0,12297,41233,41233,0,0,0,0,0,0,4836,0,1,2,0,0
50518,66915,79.2,12,5,0,2216737,2781000,2756622,0,0,0,0,0,0,838749,0,0,1,0,0
50578,67019,77.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127273,166497,78.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38204,46200,84.99,1,1,0,39265,39265,39265,0,0,0,0,0,0,0,0,1,0,0,0
47273,68613,74.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56710,65000,89.29,3,3,0,35384,95042,95042,0,0,0,0,0,0,2990,0,2,0,0,0
37639,64616,61.9,2,1,0,892140,974000,974000,0,0,0,0,0,0,11932,0,0,0,0,0
58513,78994,75.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42740,74346,59.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66669,85643,79.4,1,1,1,929953,1160000,1160000,0,0,0,0,0,0,20300,0,0,1,1,0
64882,115365,58.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49303,76836,66.38,13,7,1,1598153,2259892,2210573,0,0,0,0,0,0,7500,0,3,1,0,0
50803,62000,83.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62431,74684,85.67,8,5,0,975751,1322980,1228569,0,0,0,0,0,0,0,0,4,0,0,1
36179,44925,84.59,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
41544,73642,61.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56259,65511,87.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36939,58635,64.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66882,78000,87.18,1,1,0,7600,20000,20000,0,0,0,0,0,0,1950,0,0,0,0,1
49548,69271,73.62,3,2,1,197823,535000,535000,0,0,0,0,0,0,0,0,0,1,0,0
54759,66035,84.8,5,2,0,37722,69999,69999,0,0,0,0,0,0,1082,0,1,0,0,0
49349,68519,72.97,9,4,1,94531,110333,110333,0,0,0,0,0,0,11985,0,3,0,5,0
40044,57300,74.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41394,66593,64.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54759,67500,82.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117777,174808,68.65,1,1,0,2685,12100,12100,0,0,0,0,0,0,0,0,1,0,0,0
42894,59373,74.95,5,5,1,64000,116165,116927,1,0,0,0,0,0,5526,775,2,1,0,0
56259,68475,84.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63513,76783,84.65,2,2,0,25000,66451,66451,0,0,0,0,0,0,1650,0,1,0,1,1
47145,84411,58.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64882,80645,81.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56663,64621,89.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71703,86500,84.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81193,105359,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52303,60920,88.64,5,3,0,1287158,1452419,1396771,0,0,0,0,0,0,34398,0,2,0,0,0
72417,93237,80.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47103,64059,78.05,3,2,0,17281,55883,55883,0,0,0,0,0,0,5080,0,0,0,0,1
30841,68372,48.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38439,74092,53.99,2,2,0,58164,70500,70500,0,0,0,0,0,0,0,0,2,0,0,0
63513,81402,79.85,1,1,0,65000,65000,65000,0,0,0,0,0,0,0,0,1,0,0,0
37509,68520,57.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61778,74773,84.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58259,72929,80.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47749,64980,75.41,8,1,0,0,16190,16190,0,0,0,0,0,0,5772,0,0,0,2,0
56413,65953,87.94,3,3,1,36992,89890,89890,0,0,0,0,0,0,4526,0,0,0,0,0
60947,76816,82.01,1,1,0,244825,168000,168000,0,0,0,0,0,0,5362,0,0,0,0,0
47559,74407,65.85,1,1,0,54332,80232,67579,0,0,0,0,0,0,0,0,1,0,0,0
63213,76204,83.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59297,71000,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44349,64138,70.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51503,59923,87.78,3,1,0,3980,7961,7961,0,0,0,0,0,0,3400,0,1,0,1,0
51116,67335,78.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36439,59993,63.34,1,1,0,2570,25700,25700,0,0,0,0,0,0,0,0,0,0,0,0
30484,58975,54.26,3,2,0,127061,330301,330301,0,0,0,0,0,0,0,0,0,0,0,1
58263,66110,89.93,12,5,0,72185,103994,103994,0,0,0,0,0,0,17526,0,2,1,3,0
44394,59262,75.93,9,5,0,120547,165633,165633,0,0,0,0,0,0,12110,0,5,0,2,1
57259,76187,77.44,5,2,0,1332564,1480811,1480811,0,0,0,0,0,0,4897837,0,0,0,1,0
60013,89209,69.5,2,2,0,198970,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0
47050,70957,68.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67882,87900,79.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50578,59914,86.62,3,1,0,2954,15000,15000,5,0,0,0,0,0,3415,6971,0,0,0,0
50683,67004,80.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74039,96299,79.96,11,7,4,176901,196163,196163,0,0,0,0,0,0,5230,0,1,0,0,0
51078,87723,60.42,11,10,2,790315,775000,775000,0,0,0,0,0,0,0,0,2,0,0,0
60747,91100,68.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56089,95533,61.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48600,76827,65.08,12,4,0,310346,518839,518839,0,0,0,0,0,0,0,0,2,0,0,0
44909,68337,70.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58259,70570,84.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51633,70473,75.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64382,82600,79.9,3,2,0,21935,35900,35900,0,0,0,0,0,0,0,0,2,0,0,1
67319,78345,87.63,1,1,0,60756,63730,63730,0,0,0,0,0,0,3049,0,1,0,0,1
42394,58902,74.7,1,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,0
50303,69602,73.27,2,1,1,205035,450000,450000,0,0,0,0,0,0,0,0,0,0,0,0
51703,96890,55.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51303,60692,87.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36439,61934,59.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44439,59716,78.71,4,1,0,72000,72000,72000,0,0,0,0,0,0,33,0,0,0,0,0
45549,81700,56.55,5,2,0,12081,104000,104000,0,0,0,0,0,0,0,0,2,0,0,0
47749,66513,73.67,6,4,1,919064,1218334,1218334,0,0,0,0,0,0,29697,0,0,0,0,0
59013,71471,83.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68336,93736,75.74,3,2,0,32683,50165,50165,0,0,0,0,0,0,4865,0,1,0,5,0
46749,75549,62.74,8,3,0,81871,81000,81000,0,0,0,0,0,0,165000,0,2,0,0,0
91755,138131,68.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55774,67967,83.86,1,1,0,47414,55200,55200,0,0,0,0,0,0,2795,0,1,0,0,0
69817,97000,74.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58259,73097,80.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39134,52311,80.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52003,67580,78.43,15,7,0,4646681,4886167,4839910,0,0,0,0,0,0,107992,0,5,0,1,0
58612,71609,83.23,1,1,0,2386960,2500000,2500000,0,0,0,0,0,0,0,0,0,0,0,0
50303,74687,69.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54759,72950,77.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51603,62951,83.08,19,5,4,1157058,1168900,1214552,0,0,0,0,0,0,0,0,0,1,0,0
51141,65563,79.92,21,3,0,65639,86390,86390,0,0,0,0,0,0,27469,0,2,0,1,0
78751,107369,74.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55513,81236,70.17,2,1,0,8001,30000,30000,0,0,0,0,0,0,5000,0,0,0,0,0
59047,70000,85.86,1,0,0,0,0,0,0,0,0,0,0,0,1299,0,0,0,0,0
60947,101300,61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53959,80041,69.59,1,1,0,370035,500000,500000,0,0,0,0,0,0,11224,0,0,0,0,0
52878,66512,80.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49413,67731,78.25,30,2,0,267713,475000,475000,1,1,1,7436,7436,7436,75000,0,1,1,0,0
51514,71514,76.71,1,1,0,0,43811,43811,0,0,0,0,0,0,1945,0,0,1,0,1
57559,105500,56.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46345,64000,75.78,2,1,1,28157,45139,45139,0,0,0,0,0,0,2387,0,0,0,0,1
52078,67661,79.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51773,68230,77.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
